Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County
Crossroads Homeowners Association Inc,2464-1981,REG,128.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Inspiration At The Villages Community Association,22466742022-4,REG,30.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Murano Homeowners Association,0664502005-1,REG,121.0,(702) 202-4330,C/O P & G Association Management,129 W. Lake Mead Pkwy #16,Henderson,NV,89015,Clark
Vegas Drive Home Owners Association,986-1972,REG,76.0,(702) 202-4330,C/O P & G Association Management,129 W. Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
High Noon Homeowners Association,9422-2001,SUB,195.0,(702) 202-4330,C/O P & G Association Management,"129 W Lake Mead Pkwy, Suite 16",Henderson,NV,89015,Clark
Sage Creek 1 Homeowners Association,0401752006-4,REG,58.0,(702) 202-4330,C/O P & G Association Management,129 W. Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Sage Canyon Homeowners Association,0500222015-2,REG,50.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Horizon View Owner'S Association,6399-1994,REG,72.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Parkway Suite 16,Henderson,NV,89015,Clark
Crossroads Iii Homeowners Association,7646-1982,REG,168.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Canyon Creek Villas Homeowners Association,0824402006-4,REG,280.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
San Gregorio Estates South Community Association,0432122017-9,REG,27.0,(702) 202-4330,C/O P & G Association Management,129 W. Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
"Hillside View Homeowners Association, Inc",2668-1999,REG,76.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Charleston Village Homes Homeowners Association,1217-1973,REG,106.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Pacific Sunset Village Homeowners Association,7211-1990,REG,63.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Home Stretch Homeowners Association,14351-1995,REG,192.0,(702) 202-4330,C/O P & G Association Management,129 W. Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
"Cottages Community Association, The",0249172017-1,REG,65.0,(702) 202-4330,C/O P & G Association Management,129 W. Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Las Casitas Townhouse Owners Association,5510-1987,REG,115.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Copper Creek Homeowners Association,24957-2003,REG,590.0,(702) 202-4330,C/O P & G Association Management,129 W Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark
Firethorne I Homeowners Association,2746-1993,REG,86.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Arrowhead Pointe Owners Association Inc,8583-1995,REG,112.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Ashcroft At North Ranch Community Association,1542342019-3,REG,109.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Shadow Trace Homeowners Association,0170902005-2,REG,53.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Hollow De Oro Homeowners' Association,0253212006-0,REG,250.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Suite 100,N Las Vegas,NV,89031,Clark
Paradise Falls Homeowners Association,25279-1999,REG,207.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Rancho Circle Association,2838-1979,REG,27.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Azure Manor/Rancho De Paz Homeowners Association,22875-2004,REG,202.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Ahey Estates Homeowners Association Inc,13019-1998,REG,32.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89081,Clark
Approach 80 Homeowners Association,7239-1981,REG,38.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte #100,N Las Vegas,NV,89031,Clark
Castle Bay Shore Community Association Inc,1043-1987,SUB,54.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Boulder Ranch Master Association,989-2001,MSTR,0.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Lone Mountain Quartette Community Association,13598-2004,REG,148.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Eldorado Neighborhood Second Homeowners Association,4698-1994,REG,2000.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Suite 100,N Las Vegas,NV,89031,Clark
"Colony, The",2323-1974,REG,108.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte #100,N Las Vegas,NV,89031,Clark
Tamarac Parc Homeowners Association,15278-1994,REG,113.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Quail Run Homeowners Association,0041952013-1,REG,24.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte,N Las Vegas,NV,89031,Clark
"Durango Trails Homeowners Association, Inc.",11538-1995,REG,278.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Emerald Crest Homeowners Association,0055502016-7,REG,84.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Grand Teton Village Community Association,16512-2004,REG,246.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Park West Condominium Homeowners Association,12084-2001,REG,40.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Willow Pointe Ii Property Owners Association,2805-1991,REG,20.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Redrock Park Homeowners Association,3697-1988,REG,60.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Cedar Point Community Association. Inc.,4076-1995,SUB,79.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Desert Sands Villas Homeowners Association,774-1982,REG,130.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Spanish Villas Homeowners Association,4071-1982,REG,54.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Stephanie 130 Homeowners Association,20979-1997,REG,130.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte,N Las Vegas,NV,89031,Clark
Bristol Heights Homeowners' Association,0573712006-7,REG,35.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Cortez Heights Homeowners Association,31805-2003,REG,239.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Pecos-Park Sunflower Homeowners Association,19967-2004,REG,304.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Eldorado Neighborhood First Homeowners Association,2491-1990,REG,1246.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte,N Las Vegas,NV,89031,Clark
Windimere At Providence Homeowners Association,0042732007-8,SUB,136.0,(702) 362-0318,C/O Performance Cam,"5135 Camino Al Norte, Ste 100",N Las Vegas,NV,89031,Clark
Twilight Homeowners Association,1218-2001,SUB,179.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Colwood Place Community Association Inc,617-1987,SUB,67.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Millstream Homeowners Association,5984-1987,REG,120.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Eastridge Homeowners Association,25054-1996,REG,92.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Starfire Estates Iii Homeowners Association,18119-1995,REG,84.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Copperfield Homeowners Association,24246-1999,REG,147.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,Las Vegas,NV,89031,Clark
Seneca Falls Ii Homeowners Association,21926-2000,REG,90.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Starfire Estates Vi Owners Association,16659-1996,REG,100.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Barrington Bay Community Association Inc,490-1990,SUB,38.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Pueblo At Sante Fe Condominium Association,118-1995,REG,168.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
"Rancho Bel Air Property Owners' Association, Unit 2, Inc.",2763-1979,REG,120.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
Breamoor Heights Community Association,5105-1997,SUB,120.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark
"Mews Homeowner Association, The",7463-1981,REG,52.0,(702) 362-0318,C/O Performance Cam,5135 Camino Al Norte Suite100,N Las Vegas,NV,89031,Clark
Fairway Villas Property Owners Association,15465-1993,REG,99.0,(702) 222-1484,C/O Personalized Property Management Services,2613 Seurat Terrace,Henderson,NV,89044,Clark
Glenview Meadows Townhomes Association,7265-1984,REG,68.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Turnberry Towers East Unit-Owners' Association,0069772007-3,SUB,318.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Lamplight Village @ Centennial Springs Homeowners Association,29736-2000,REG,284.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Suite 210,Las Vegas,NV,89117,Clark
University Biltmore Homeowners Association,2109-1974,REG,132.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Santa Rosa Ii Homeowners Association,25545-2002,REG,41.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Summercrest Villas Homeowners Association,16480-1996,REG,68.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
One Turnberry Place Condominium Association,30500-1999,SUB,184.0,(702) 732-3740,C/O Pinnacle Community Association Management,2877 Paradise Rd,Las Vegas,NV,89109,Clark
Turnberry Towers Community Association,0069132007-7,MSTR,636.0,(949) 672-5997,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
"Courtyard Sunscape Homeowners Association, Inc.",0272832005-6,REG,70.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Tremezzo At Lake Las Vegas Homeowners' Association,0154302007-2,SUB,73.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
"Greens Homeowners Association Inc, The",1019-1977,REG,123.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Liberty At Warm Springs Community Association,8854-2003,REG,238.0,(702) 405-3300,C/O Pinnacle Community Association Management,"9330 W Sahara Ave, Suite 210",Las Vegas,NV,89117,Clark
Sutter Creek Homeowners Association,10415-1998,REG,150.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Aviano Homeowner Association,24437-2004,REG,104.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Castellos At Inspirada Condominium Unit Owners Association,0077222008-9,SUB,16.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Pima Village Owners Association,5345-1991,REG,72.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
"Carmel Cove Homeowners Association, Inc.",0013012006-6,REG,60.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Day Dawn Village Homeowners Association,24488-2002,REG,40.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Morgyn Ridge Homeowners Association,9570-1998,REG,157.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Wellington Place Homeowners Association,0577402005-3,REG,74.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Marquesa Homeowners Association,19007-2004,REG,428.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Owens Estates Homeowners' Association,0571472005-4,REG,16.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
"Parks Homeowners Association, The",22737-2000,REG,449.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Monterosso Park Paseo Homeowners Association,12412-2002,SUB,87.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Durango Valley Assemblage Community Association,0219112015-7,REG,80.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
"Mountain Shadows Homeowner'S Association, Inc.",5960-1992,REG,314.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Pioneer Estates Property Owners' Association,0269322008-3,REG,8.0,(702) 405-3300,C/O Pinnacle Community Association Management,"9330 West Sahara Ave., Suite 210",Las Vegas,NV,89117,Clark
Villas At Silverado Homeowners Association,0432712005-6,REG,56.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
"Wellsprings Estates Homeowners Association, Inc",0015622005-0,REG,12.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Villas At Black Mountain Homeowners Association,0642212005-0,REG,50.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Willow Ridge Homeowners Association,0025452016-4,REG,36.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Four Turnberry Place Condominium Association,25338-2003,SUB,231.0,(702) 732-7028,C/O Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
Villagio Community Association,11529-1997,REG,280.0,(702) 405-3300,C/O Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark
D'Aria Home Owners Association,0384982007-0,REG,32.0,(646) 504-7796,C/O Plasim Homes Llc,Po Box 80027,Las Vegas,NV,89180,Clark
Lucky Pagoda Homeowners Association,15331562021-8,REG,14.0,(702) 277-0194,"C/O Platimum Apk, L.L.C.",404 St. Andrews,Las Vegas,NV,89144,Clark
Oasi Homeowners' Association,28171692022-3,REG,24.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
Cherrywood Ii Homeowners Association,6583-1989,REG,26.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Drive Ste 160,Henderson,NV,89052,Clark
Echo Glenn Homeowners Association,7303-1995,REG,64.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
Desert Shores Racquet Club Homeowners Association,10227-1989,SUB,195.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Drive Ste 160,Henderson,NV,89052,Clark
Horizon Heights Community Association,13117-2003,REG,238.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Drive Ste 160,Henderson,NV,89052,Clark
Palermo West Homeowners Association,10427-1998,SUB,240.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
Oak Park Homeowners Association,21504-1997,REG,213.0,(702) 818-4780,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
Terra Mia Estates Homeowners Association,16122-1995,REG,8.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Drive Ste 160,Henderson,NV,89052,Clark
Shoreline Homeowners' Association,30088622023-2,SUB,83.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
Park Vistas Homeowners Association,28898902023-2,REG,11.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
Prado Homeowners' Association,26770742022-7,REG,24.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
"Enclave Community Association, The",4571-1995,SUB,9.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
Spanish Hills Community Association,9382-1992,REG,160.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
Fremont Street Loft Home Owner'S Association,0924602006-9,REG,70.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Dr Ste 160,Henderson,NV,89052,Clark
"S.P. Homeowners' Association, Inc.",0779932005-0,REG,372.0,(702) 988-0321,C/O Prestige Management Group,770 Coronado Center Drive Ste 160,Henderson,NV,89052,Clark
"Gables Condominium Owners Association, Inc., The",21694-2003,REG,156.0,(702) 869-0937,C/O Prime Commuity Management,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Lake Las Vegas Southshore Residential Association,11611-1991,SUB,868.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
"Anthem Country Club Community Association, Inc.",14326-1998,REG,1647.0,(702) 997-9250,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Laguna Del Rey Homeowners Association,5805-1991,REG,137.0,(702) 736-9450,C/O Prime Community Management Llc,3556 E. Russell Road,Las Vegas,NV,89120,Clark
Deserts Edge Homeowners Association,23335362022-2,REG,159.0,(702) 869-0937,C/O Prime Community Management Llc,3556 East Russell Road,Las Vegas,NV,89120,Clark
Sw Galloway Lamont Homeowners Association,21369112022-9,REG,105.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Road,Las Vegas,NV,89120,Clark
"Bordeaux Homeowners Association, Inc.",0266622005-3,REG,104.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Venetia Homeowners Association,30324782023-9,REG,108.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Road,Las Vegas,NV,89120,Clark
Portofino At Seven Hills Owners Association,4361-2001,SUB,24.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Serenity Homeowners Association,25805-1998,REG,139.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Centennial Heights Nw Homeowners Association,23334822022-2,REG,336.0,(702) 869-0937,C/O Prime Community Management Llc,3556 East Russell Road,Las Vegas,NV,89120,Clark
Juliano Estates Homeowners Association,29016162023-1,REG,4.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Road,Las Vegas,NV,89120,Clark
Wilton Commons Homeowners Association Inc,8356-1985,REG,118.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Mt Charleston Golf Estates Homeowners Association,5806-1981,REG,45.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Nye
Horizon Hills Association,25676-2000,REG,62.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Scots Pine At Summerlin Homeowners Association,0254312018-7,SUB,309.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Willow Creek Community Association,24492-1999,SUB,299.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Hillsboro Heights Homeowners Association Inc,4569-1990,REG,125.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Paradise Springs One Homeowners Association,3662-1987,REG,78.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Century Meadows Homeowners Assoc,628-1973,REG,215.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Eagle Hills Community Association,9424-1991,SUB,158.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
"Ridges Community Association, The",7092-2001,SUB,1500.0,(702) 869-0937,C/O Prime Community Management Llc,8687 W Sahara Ave # 170,Las Vegas,NV,89117,Clark
Palermo Homeowners Association,12784-1996,SUB,151.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Spring Valley Neighborhood Homeowners' Association,3573-1986,REG,1246.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Thrive Homeowners Association,12438762021-5,SUB,43.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Road,Las Vegas,NV,89120,Clark
Rubicon (Meridiana) Homeowners Association,14044-1997,SUB,152.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Pelican Point Homeowners Association,12249-1992,SUB,58.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E. Russell Road,Las Vegas,NV,89120,Clark
Hawthorne Homeowners Association,4453022020-6,SUB,61.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Serenade Homeowners Association,9225-1992,REG,180.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russsell Rd,Las Vegas,NV,89120,Clark
Silverado Place Homeowners Association,3316-2001,REG,429.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Stallion Mountain Community Association,7271-1999,REG,732.0,(702) 869-0937,C/O Prime Community Management Llc,3556 East Russell Road,Las Vegas,NV,89120,Clark
Dalton Homeowners Association,12327052021-9,REG,352.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Legacy Estates Property Owners Association,9422-1990,SUB,92.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Sterling At Silver Springs Homeowners Association,26693-1998,REG,240.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Woodlands Homeowners Association,0509452018-1,SUB,121.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Silver Pines Homeowners Association,1695-1998,SUB,292.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Mountain View Estates Southwest Homeowners Association,0418732018-5,REG,57.0,(702) 869-0937,C/O Prime Community Management Llc,3556 East Russell Rd,Las Vegas,NV,89120,Clark
Sunrise Villas Viii Homeowners Association,5886-1979,REG,94.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Anasazi Estates Homeowners Association,8786-1995,REG,137.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Estates Unit-Owners' Association,0053742006-1,SUB,180.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Road,Las Vegas,NV,89120,Clark
Bar Arbor Glen At Providence Homeowners Association,0870632006-7,SUB,513.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Armano Homeowners Association,13032782021-3,SUB,93.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Thrive At Providence Homeowners Association,0133332019-4,SUB,30.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E. Russell Road,Las Vegas,NV,89120,Clark
Quail Terrace Property Owners Association,792-1983,REG,30.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Belcourt Owners Association,7617-1986,REG,101.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Bavaria Estates Homeowners Association,0182462006-3,REG,112.0,(702) 869-0937,C/O Prime Community Management Llc,3556 Russell Rd,Las Vegas,NV,89120,Clark
Fulton Park Unit Owners' Association,0504012005-9,REG,140.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Mcauley Homeowners Association,16483782021-2,REG,223.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Road,Las Vegas,NV,89120,Clark
Fusion Homeowners Association,0057192006-8,REG,57.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E. Russell Road,Las Vegas,NV,89120,Clark
Rosabella At Saratoga Highlands At Providence Homeowners' Association,0006552006-1,SUB,306.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Aventine Homeowners Association,0330362015-2,REG,137.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
Crestwood Homeowners Association,5840-2004,REG,93.0,(702) 869-0937,C/O Prime Community Management Llc,3556 East Russell Road,Las Vegas,NV,89120,Clark
Cottage Grove Estates Homeowners Association Inc,0728972006-4,REG,141.0,(702) 869-0937,C/O Prime Community Management Llc,3556 E Russell Rd,Las Vegas,NV,89120,Clark
